parameter_id,node_id,parameter_name,unit,value,min_value,max_value,context,confidence_level,source_document,extraction_date
PAR_3962,FAC_7592,диаметр ствола,м,5,,,,High,№ 05_24.pdf,2026-07-03
PAR_3963,FAC_7593,диаметр ствола,м,7,,,,High,№ 05_24.pdf,2026-07-03
PAR_3964,FAC_7594,диаметр ствола,м,"5,6",,,,High,№ 05_24.pdf,2026-07-03
PAR_3965,FAC_7595,диаметр ствола,м,7,,,,High,№ 05_24.pdf,2026-07-03
PAR_3966,FAC_7596,диаметр ствола,м,"5,5",,,,High,№ 05_24.pdf,2026-07-03
PAR_3967,MAT_6495,Плотность,т/м3,,"1,95","2,08",,High,№ 05_24.pdf,2026-07-03
PAR_3968,MAT_6495,Часовая производительность,м3/ч,,150,425,,High,№ 05_24.pdf,2026-07-03
PAR_3969,MAT_6495,Содержание твердого,%,,68,72,В закладочной смеси,High,№ 05_24.pdf,2026-07-03
PAR_3970,MAT_6495,Содержание твердого в сливе,%,,65,69,,High,№ 05_24.pdf,2026-07-03
PAR_3971,MAT_6495,Тонина измельчения,"% фракции –0,074 мм",,43,45,,High,№ 05_24.pdf,2026-07-03
PAR_3972,MAT_6495,Естественная вертикальная усадка смеси,%,10,,,,High,№ 05_24.pdf,2026-07-03
PAR_3973,MAT_6495,Угол растекания смесей,градус,50,40,60,,High,№ 05_24.pdf,2026-07-03
PAR_3974,FAC_7601,Площадь,км2,0.25 млн,,,,High,№ 05_24.pdf,2026-07-03
PAR_3975,FAC_7601,Возраст пород,млрд лет,,2.8,3.7,Различные этапы формирования кратона,High,№ 05_24.pdf,2026-07-03
PAR_3976,MAT_7618,возраст,млрд лет,,2.63,2.7,,High,№ 05_24.pdf,2026-07-03
PAR_3977,MAT_7619,возраст,млрд лет,,2.6,2.62,,High,№ 05_24.pdf,2026-07-03
PAR_3978,PRO_7627,физико-механические свойства,,,,,влияют на механизм дробления и диссипацию энергии при взрывном разрушении,High,№ 05_24.pdf,2026-07-03
PAR_3979,PRO_7633,скорость роста трещины,,,,,при наличии низкопрочных включений,High,№ 05_24.pdf,2026-07-03
PAR_3980,PRO_7633,коэффициент интенсивности динамического напряжения,,,,,при падении первичной волны,High,№ 05_24.pdf,2026-07-03
PAR_3981,EQU_7636,Временной шаг,Время,,,"Ограничен периодом, за который упругая волна преодолевает расстояние, равное самому малому элементу в системе",При явном интегрировании по времени,High,№ 05_24.pdf,2026-07-03
PAR_3982,PRO_7640,Прочность на сжатие,МПа,,,,При взрывных нагрузках,High,№ 05_24.pdf,2026-07-03
PAR_3983,PRO_7640,Прочность на сдвиг,МПа,,,,При взрывных нагрузках,High,№ 05_24.pdf,2026-07-03
PAR_3984,PRO_7640,Упругопластическая поверхность текучести,,,,,При взрывных нагрузках,High,№ 05_24.pdf,2026-07-03
PAR_3985,PRO_7641,Скорость распространения волны напряжения,м/с,Не указано,Не указано,Не указано,Зависит от физико-механических свойств горной породы и наличия слоев,High,№ 05_24.pdf,2026-07-03
PAR_3986,PRO_7641,Пиковое значение волны напряжения,кПа,Не указано,0,"2,304e+4",Зависит от свойств горной породы и условий взрыва,High,№ 05_24.pdf,2026-07-03
PAR_3987,PRO_7647,Коэффициент отражения,,,,,Определяет характер распространения и отражения упругих волн в массиве горных пород.,High,№ 05_24.pdf,2026-07-03
PAR_3988,MAT_7651,Плотность,кг/м³,1000,,,,High,№ 05_24.pdf,2026-07-03
PAR_3989,MAT_7651,Скорость детонации,м/с,3400,,,,High,№ 05_24.pdf,2026-07-03
PAR_3990,MAT_7651,А,ГПа,229,,,,High,№ 05_24.pdf,2026-07-03
PAR_3991,MAT_7651,В,ГПа,"0,55",,,,High,№ 05_24.pdf,2026-07-03
PAR_3992,MAT_7651,R1,,"6,5",,,,High,№ 05_24.pdf,2026-07-03
PAR_3993,MAT_7651,R2,,"1,0",,,,High,№ 05_24.pdf,2026-07-03
PAR_3994,MAT_7651,ω,,"0,35",,,,High,№ 05_24.pdf,2026-07-03
PAR_3995,MAT_7651,E,ГПа,"3,51",,,,High,№ 05_24.pdf,2026-07-03
PAR_3996,PRO_5879,Снижение выбросов CO2,%,,,,В производственных процессах нефтегазового комплекса,High,№ 05_24.pdf,2026-07-03
PAR_3997,MAT_7656,Доля в мировом энергобалансе,%,,,,Наблюдается тренд увеличения доли АИЭ в мировом энергобалансе,High,№ 05_24.pdf,2026-07-03
PAR_3998,EQU_7659,Мощность,м³/ч,10000,,,,High,№ 05_24.pdf,2026-07-03
PAR_3999,PRO_7658,Годовой объём производства водорода,млн м³,87.6,,,,High,№ 05_24.pdf,2026-07-03
PAR_4000,PRO_7658,Необходимый объём поставляемого природного газа,млн м³,148.48,,,,High,№ 05_24.pdf,2026-07-03
PAR_4001,MAT_7656,Масштаб использования,,,,,Зависит от сектора нефтегазового бизнеса и типа источника энергии,High,№ 05_24.pdf,2026-07-03
PAR_4002,EQU_7673,Коэффициент загрузки мелющими телами,%,35,,,Режим работы мельницы,High,№ 05_24.pdf,2026-07-03
PAR_4003,EQU_7673,Содержание твердого в сливе,%,78,,,Режим работы мельницы,High,№ 05_24.pdf,2026-07-03
PAR_4004,PRO_1858,скорость измельчения,%/мин,,35,50,для различных классов крупности материала,High,№ 05_24.pdf,2026-07-03
PAR_4005,PRO_1858,Крупность слива,%,44,,,Для достижения необходимого значения по раскрытию минерала,High,№ 05_24.pdf,2026-07-03
PAR_4006,PRO_1858,Время измельчения,мин,,,,Увеличение времени измельчения для достижения необходимого значения по раскрытию минерала,High,№ 05_24.pdf,2026-07-03
PAR_4007,EQU_7673,Удельная производительность,кг/(л·ч),,,,"При условии достижения крупности слива 44 % класса –0,2 мм",High,№ 05_24.pdf,2026-07-03
PAR_4008,EQU_7673,Энергозатраты,кВт·ч/т,,,,"При условии достижения крупности слива 44 % класса –0,2 мм",High,№ 05_24.pdf,2026-07-03
PAR_4009,MAT_2441,крупность,мм,,1,8,"в кальцит-апатит-магнетит-форстеритовых, апатит-магнетит-кальцитовых рудах",High,№ 05_24.pdf,2026-07-03
PAR_4010,FAC_1851,крупность,мм,,"0,06","0,60",,High,№ 05_24.pdf,2026-07-03
PAR_4011,PRO_1858,время,мин,3,,,для исходного продукта без грохочения,High,№ 05_24.pdf,2026-07-03
PAR_4012,PRO_1858,время,мин,"5,5",,,для надрешетного продукта после грохочения,High,№ 05_24.pdf,2026-07-03
PAR_4013,PRO_7677,Крупность продуктов измельчения,мм,"0,56",,,Оптимальная крупность для повышения производительности стержневой мельницы,High,№ 05_24.pdf,2026-07-03
PAR_4014,EQU_7673,Производительность,т/ч,,314,427,При различных режимах рудоподготовки,High,№ 05_24.pdf,2026-07-03
PAR_4015,PRO_6171,Извлечение Feобщ,%,,,,Показатели обогащения при различных режимах рудоподготовки,High,№ 05_24.pdf,2026-07-03
PAR_4016,EQU_7682,Крупность дробленого материала,мм,,6,8,Снижение крупности дробленого материала,High,№ 05_24.pdf,2026-07-03
PAR_4017,PRO_7684,Productivity,%,22,,,At the pre-screening output coarseness of 0.56 mm,High,№ 05_24.pdf,2026-07-03
PAR_4018,MAT_7688,Коэффициент замещения,,,,,Показатель качества разобщения пластов при цементировании скважин,High,№ 05_24.pdf,2026-07-03
PAR_4019,MAT_7688,плотность,г/см3,"1,75",,,при подаче в скважину,High,№ 05_24.pdf,2026-07-03
PAR_4020,PRO_7691,крупность грохочения,мм,"0,56",,,оптимальная крупность для повышения производительности,High,№ 05_24.pdf,2026-07-03
PAR_4021,EQU_7694,Плотность раствора,кг/м3,,1450,1540,"Состав: 50–70 % портландцемента, 30–50 % золы-уноса, 1,4–2 % хлористого кальция, 0,15–0,21 % полиакриламида и 72–83 % воды",High,№ 05_24.pdf,2026-07-03
PAR_4022,EQU_7694,Растекаемость,см,,"20,5",21,,High,№ 05_24.pdf,2026-07-03
PAR_4023,MAT_7696,Плотность,г/см3,"1,68",,,При смешивании четырех частей цементного раствора с одной частью глинистого раствора,High,№ 05_24.pdf,2026-07-03
PAR_4024,MAT_7696,Усадка,%,более 30,,,После отверждения,High,№ 05_24.pdf,2026-07-03
PAR_4025,MAT_7688,Плотность,г/см3,"1,75",,,,High,№ 05_24.pdf,2026-07-03
PAR_4026,MAT_7697,Плотность,г/см3,"1,2",,,,High,№ 05_24.pdf,2026-07-03
PAR_4027,MAT_7700,Плотность,г/см3,"1,14",,,,High,№ 05_24.pdf,2026-07-03
PAR_4028,MAT_7700,Вязкость,С,31,,,,High,№ 05_24.pdf,2026-07-03
PAR_4029,MAT_7700,Водоотдача,см3/30 мин,,30,35,,High,№ 05_24.pdf,2026-07-03
PAR_4030,MAT_7704,химический состав,,,,,"Соответствует требованиям для очистки различных растворов, содержащих кислоты или анионы разного состава.",High,№ 05_24.pdf,2026-07-03
PAR_4031,EQU_7706,Зазор между роликом и накладкой рамы,мм,,45,80,При эксплуатации устройства,High,№ 05_24.pdf,2026-07-03
PAR_4032,PRO_7707,Осевые нагрузки на тяговые колеса,кН,,,300,При реализации тягового усилия локомотива,High,№ 05_24.pdf,2026-07-03
PAR_4033,PRO_7709,Соотношение Ж:Т,м³/т,,1,5,При нейтрализации растворов золой,High,№ 05_24.pdf,2026-07-03
PAR_4034,PRO_7709,Содержание анионов,г/дм³,100,,,При нейтрализации растворов золой,High,№ 05_24.pdf,2026-07-03
PAR_4035,PRO_7709,Остаточное содержание солей,% от исходного,,0,34,При различных соотношениях Ж:Т,High,№ 05_24.pdf,2026-07-03
PAR_4036,PRO_7712,Расход песка,кг/км,,"1,6",3,Дифференцированная подача песка под колёсные пары,High,№ 05_24.pdf,2026-07-03
PAR_4037,EQU_7713,Осевая нагрузка,кН,,300,,Эксплуатация на карьерах,High,№ 05_24.pdf,2026-07-03
PAR_4038,PRO_7714,Смещение центра массы,м,,0,0.5,Для карьерного рельсового транспорта,High,№ 05_24.pdf,2026-07-03
PAR_4039,PRO_7707,Смещение центра тяжести,м,,0,0.5,Для улучшения коэффициента использования сцепного веса и устойчивости работы,High,№ 05_24.pdf,2026-07-03
PAR_4040,EQU_7719,Температура,°C,,,,Высокая температура может привести к перегреву и износу деталей,High,№ 05_24.pdf,2026-07-03
PAR_4041,MAT_4844,Концентрация,,,,,При достижении определенной концентрации химические компоненты масла начинают действовать более агрессивно,High,№ 05_24.pdf,2026-07-03
PAR_4042,PRO_7721,Процент от годового операционного бюджета,%,,35,50,Горнодобывающая промышленность,High,№ 05_24.pdf,2026-07-03
PAR_4043,PRO_7721,Процент от годового операционного бюджета,%,,30,,Строительная отрасль,High,№ 05_24.pdf,2026-07-03
PAR_4044,EQU_810,температура окружающей среды,°C,,-,-,Влияние температуры на работоспособность горных машин,High,№ 05_24.pdf,2026-07-03
PAR_4045,EQU_810,относительная влажность,%,,56,75,Влияние влажности на работоспособность горных машин,High,№ 05_24.pdf,2026-07-03
PAR_4046,EQU_4326,обороты,об/мин,,,,завышенные обороты могут привести к нарушению системы смазки и износу деталей,High,№ 05_24.pdf,2026-07-03
PAR_4047,PRO_7732,интенсивность окисления,,,,,окислительная среда интенсифицирует процесс изнашивания,High,№ 05_24.pdf,2026-07-03
PAR_4048,PRO_7743,Коэффициент эманирования горных пород,,,,,Первый этап процесса выделения радона,High,№ 05_24.pdf,2026-07-03
PAR_4049,EXP_7748,Атмосферное давление,мм рт. ст.,,-20,90,Зависимость дебита радона от атмосферного давления,High,№ 05_24.pdf,2026-07-03
PAR_4050,EXP_7748,Дебит радона,кБк/с,,400,3800,Зависимость дебита радона от атмосферного давления,High,№ 05_24.pdf,2026-07-03
PAR_4051,PRO_7754,Концентрация радона,Не указана,,,,В атмосфере урановой горной выработки,High,№ 05_24.pdf,2026-07-03
PAR_4052,EXP_7763,Дебит радона,кБк/м3,,92.5,481,При различном атмосферном давлении в отперемыченном пространстве,High,№ 05_24.pdf,2026-07-03
PAR_4053,EXP_7763,Атмосферное давление,мм рт. ст.,,-250,100,,High,№ 05_24.pdf,2026-07-03
PAR_4054,PRO_7774,Предел прочности при сжатии,,,,,"Показатель, который регламентирует прочность горных пород и присутствует в современных ГОСТах.",High,№ 05_24.pdf,2026-07-03
PAR_4055,PRO_7774,Предел прочности на растяжение при изгибе,,,,,"Показатель, который регламентирует прочность горных пород и присутствует в современных ГОСТах.",High,№ 05_24.pdf,2026-07-03
PAR_4056,PRO_343,Диаметр скважин,мм,89,,,При добыче блочного камня,High,№ 05_24.pdf,2026-07-03
PAR_4057,PRO_343,Расстояние между скважинами,м,"6,4",,,При добыче блочного камня,High,№ 05_24.pdf,2026-07-03
PAR_4058,PRO_343,Глубина скважин,м,"17,1–21,34","17,1","21,34",При добыче блочного камня,High,№ 05_24.pdf,2026-07-03
PAR_4059,EQU_7783,Точность центрирования,,,,,Высокоточная обработка,High,№ 05_24.pdf,2026-07-03
PAR_4060,EQU_7825,Эффективность,,,,,При применении на крупнейших горнодобывающих предприятиях России,High,№ 06_24.pdf,2026-07-03
PAR_4061,FAC_7827,Мощность производства,млн т/год,6,,,,High,№ 06_24.pdf,2026-07-03
PAR_4062,EQU_7831,Эффективность переработки,Процент,,,,Переработка золотосодержащих песков природных и техногенных месторождений,High,№ 06_24.pdf,2026-07-03
PAR_4063,FAC_7835,объемы производства,тонн,,,,ограничены по используемому для производства сырью,High,№ 06_24.pdf,2026-07-03
PAR_4064,FAC_7834,запасы железной руды,тонн,более 7 млрд,,,,High,№ 06_24.pdf,2026-07-03
PAR_4065,MAT_7828,Содержание железа,%,"56,5",,,,High,№ 06_24.pdf,2026-07-03
PAR_4066,MAT_7838,Запасы меди,млн т,48,40,48,Разведанные запасы меди в Дальневосточном регионе,High,№ 06_24.pdf,2026-07-03
PAR_4067,MAT_4972,Запасы олова,млн т,"2,1",,,Запасы олова в Дальневосточном регионе,High,№ 06_24.pdf,2026-07-03
PAR_4068,PRO_7846,Тип раствора,,Бесцианидный,,,,High,№ 06_24.pdf,2026-07-03
PAR_4069,MAT_7852,запасы свинца,млн т,"3,7",,,ДФО,High,№ 06_24.pdf,2026-07-03
PAR_4070,MAT_7852,запасы цинка,млн т,4,,,ДФО,High,№ 06_24.pdf,2026-07-03
PAR_4071,MAT_7852,прогнозные ресурсы свинца,млн т,"5,6",,,ДФО,High,№ 06_24.pdf,2026-07-03
PAR_4072,MAT_7852,прогнозные ресурсы цинка,млн т,"12,6",,,ДФО,High,№ 06_24.pdf,2026-07-03
PAR_4073,FAC_7854,Запасы,тыс. т,84,,,,High,№ 06_24.pdf,2026-07-03
PAR_4074,FAC_7855,Запасы,тыс. т,"347,5",,,,High,№ 06_24.pdf,2026-07-03
PAR_4075,PRO_7863,Разрешение снимков,м/пиксел,,2,15,Для различных типов космических снимков,High,№ 06_24.pdf,2026-07-03
PAR_4076,MAT_7262,Запасы золота,тонны,,несколько сотен,тысячи,"Общее количество золота в техногенных россыпях по всей России оценивается в 3,3–5 тыс. т",High,№ 06_24.pdf,2026-07-03
PAR_4077,PRO_7870,Время установления естественного равновесия,лет,,7,10,вынос растворимых продуктов из верхних горизонтов почв и грунтов,High,№ 06_24.pdf,2026-07-03
PAR_4078,MAT_7873,Reserves,Не указано,,,,В Дальневосточном федеральном округе,High,№ 06_24.pdf,2026-07-03
PAR_4079,PRO_1276,Спектральные интервалы,,,,,Используются для определения зональности распределения сопутствующей минерализации,High,№ 06_24.pdf,2026-07-03
PAR_4080,MAT_7896,Тип теплоносителя,,,,,При конвективной теплопередаче,High,№ 06_24.pdf,2026-07-03
PAR_4081,PRO_7900,Пороговое значение NDVI,,"0,166",,,Показывает отсутствие нижнего растительного покрова,High,№ 06_24.pdf,2026-07-03
PAR_4082,PRO_7906,Температура,°C,Невысокая,,,Неглубокие горизонты,High,№ 06_24.pdf,2026-07-03
PAR_4083,PRO_7908,Проницаемость,Не указана,Улучшенная,,,Геотермальные резервуары,High,№ 06_24.pdf,2026-07-03
PAR_4084,FAC_7910,Глубина,м,,300,600,"Этаж, в котором действует гравитационно-тектоническое поле напряжений",High,№ 06_24.pdf,2026-07-03
PAR_4085,PRO_2891,Уровень напряжений,МПа,,50,,Зоны тектонических нарушений,High,№ 06_24.pdf,2026-07-03
PAR_4086,FAC_7911,Субгоризонтальные сжимающие напряжения,,,1.6,1.7,Гравитационно-тектоническое поле напряжений в массиве нижней части Фестивального месторождения,High,№ 06_24.pdf,2026-07-03
PAR_4087,FAC_7913,Максимальная высота,м,1218,,,Перевальный массив,High,№ 06_24.pdf,2026-07-03
PAR_4088,EQU_7918,Разрешение,,1” и 3”,,,,High,№ 06_24.pdf,2026-07-03
PAR_4089,FAC_7919,Протяженность рудных тел,км,,0.05,6,Рудные тела представлены сериями сближенных крутопадающих жило образных минерализованных зон дробления северо-восточного простирания.,High,№ 06_24.pdf,2026-07-03
PAR_4090,MAT_7924,Запасы,Процент от мировых запасов,,7,9,Запасы оловянного сырья в России до 1990-х годов,High,№ 06_24.pdf,2026-07-03
PAR_4091,PRO_4973,Глубина горных работ,Метры,,400,500,Дальнейшая перспектива освоения оловорудных месторождений,High,№ 06_24.pdf,2026-07-03
PAR_4092,FAC_7927,Глубина отбора образцов,м,,0,250,Лабораторные исследования,High,№ 06_24.pdf,2026-07-03
PAR_4093,PRO_7933,максимальные сжимающие напряжения,МПа,более 70,,,в почве центрального подэтажного штрека,High,№ 06_24.pdf,2026-07-03
PAR_4094,PRO_7933,касательные напряжения,МПа,32,,,в почве центрального подэтажного штрека,High,№ 06_24.pdf,2026-07-03
PAR_4095,PRO_7934,Мощность целика,м,10,,,При полной отработке запасов,High,№ 06_24.pdf,2026-07-03
PAR_4096,EXP_7937,Скорости акустических волн,,,,,Для разных групп пород месторождения Лугиинское,High,№ 06_24.pdf,2026-07-03
PAR_4097,MAT_7938,Плотность,кг/м3,2677,,,Месторождение Маломыр (участок Кварцитовый),High,№ 06_24.pdf,2026-07-03
PAR_4098,MAT_7939,Модуль деформации,МПа,49770,,,Месторождение Маломыр,High,№ 06_24.pdf,2026-07-03
PAR_4099,MAT_7940,Прочность на сжатие,МПа,"57,1",,,Месторождение Пионер (рудная залежь Николаевская),High,№ 06_24.pdf,2026-07-03
PAR_4100,MAT_7941,Коэффициент Пуассона,,"0,2",,,Месторождение Пионер,High,№ 06_24.pdf,2026-07-03
PAR_4101,MAT_7942,Угол внутреннего трения,градус,22,,,Месторождение Пионер,High,№ 06_24.pdf,2026-07-03
PAR_4102,MAT_7943,Прочность на растяжение,МПа,"0,96",,,Месторождение Албын,High,№ 06_24.pdf,2026-07-03
PAR_4103,MAT_7944,Сцепление,МПа,"5,57",,,Месторождение Албын,High,№ 06_24.pdf,2026-07-03
PAR_4104,FAC_7947,мощность целиков,м,,16,,Центральный участок,High,№ 06_24.pdf,2026-07-03
PAR_4105,FAC_7947,мощность целиков,м,,13,,Северо-западный участок,High,№ 06_24.pdf,2026-07-03
PAR_4106,EXP_7948,Скорость продольных волн,м/с,,4500,5600,Зависит от глубины и направления измерений,High,№ 06_24.pdf,2026-07-03
PAR_4107,EXP_7948,Скорость поперечных волн,м/с,,2500,3200,Зависит от глубины и направления измерений,High,№ 06_24.pdf,2026-07-03
PAR_4108,PRO_7950,Скорость распространения продольных волн,м/с,,4000,5600,,High,№ 06_24.pdf,2026-07-03
PAR_4109,PRO_7950,Скорость распространения поперечных волн,м/с,,2400,3600,,High,№ 06_24.pdf,2026-07-03
PAR_4110,PRO_7951,плотность забойки,,,,,влияет на способность материала предотвращать преждевременное выделение расширяющихся взрывоопасных газов,High,№ 06_24.pdf,2026-07-03
PAR_4111,MAT_7955,Скорость продольных волн,м/с,,4800,5200,Глубина до 150 м и 400 м,High,№ 06_24.pdf,2026-07-03
PAR_4112,MAT_7956,Скорость продольных волн,м/с,,4500,5700,Глубина от 150 до 300 м и от 400 до 450 м,High,№ 06_24.pdf,2026-07-03
PAR_4113,MAT_7957,Скорость продольных волн,м/с,,5000,5400,"Глубина 150, 300 и 400 м",High,№ 06_24.pdf,2026-07-03
PAR_4114,MAT_7958,Скорость продольных волн,м/с,,4100,5200,Глубина 200–300 и 400 м,High,№ 06_24.pdf,2026-07-03
PAR_4115,MAT_961,скорость распространения упругих волн,м/с,,,,в массиве и в образцах горных пород,High,№ 06_24.pdf,2026-07-03
PAR_4116,MAT_961,глубины отбора образца,м,,50,450,,High,№ 06_24.pdf,2026-07-03
PAR_4117,EXP_7964,высота выброса продуктов взрыва,метры,,,,определялась в определенном временном интервале,High,№ 06_24.pdf,2026-07-03
PAR_4118,EXP_7964,скорость выброса продуктов взрыва,м/с,,,,определялась в определенном временном интервале,High,№ 06_24.pdf,2026-07-03
PAR_4119,EXP_7965,Межскважинный интервал замедления Rionel X,мс,,150,400,,High,№ 06_24.pdf,2026-07-03
PAR_4120,EXP_7965,Внутрискважинное замедление Rionel LP-50,мс,5000,,,,High,№ 06_24.pdf,2026-07-03
PAR_4121,EXP_7965,Число скважин,,156,,,,High,№ 06_24.pdf,2026-07-03
PAR_4122,EXP_7965,Диаметр скважин,м,"0,215",,,,High,№ 06_24.pdf,2026-07-03
PAR_4123,EXP_7965,Объем взрываемой горной массы,м3,"28267,2",,,,High,№ 06_24.pdf,2026-07-03
PAR_4124,EXP_7965,Выход горной массы с 1 м скважины,м3,"30,2",,,,High,№ 06_24.pdf,2026-07-03
PAR_4125,EXP_7965,Средняя глубина скважин,м,6,,,,High,№ 06_24.pdf,2026-07-03
PAR_4126,EXP_7965,Средняя высота уступа,м,5,,,,High,№ 06_24.pdf,2026-07-03
PAR_4127,EXP_7965,Перебур,м,1,,,,High,№ 06_24.pdf,2026-07-03
PAR_4128,EXP_7965,Удельный расход ВВ,кг/м3,"0,91",,,,High,№ 06_24.pdf,2026-07-03
PAR_4129,EXP_7965,Сетка обуривания скважин,м,"6,5×6,5",,,,High,№ 06_24.pdf,2026-07-03
PAR_4130,EXP_7965,Количество ВВ в одной скважине,кг,150,,,,High,№ 06_24.pdf,2026-07-03
PAR_4131,EXP_7965,Высота заряда ВВ,м,3,,,,High,№ 06_24.pdf,2026-07-03
PAR_4132,EXP_7965,Высота забойки (недозаряда),м,3,,,,High,№ 06_24.pdf,2026-07-03
PAR_4133,PRO_2382,Снижение прочности,%,,"38,6","40,8",После однократного взрывного нагружения,High,№ 06_24.pdf,2026-07-03
PAR_4134,MAT_1399,Содержание металла,г/т,,1,128,Для месторождений благородных металлов,High,№ 06_24.pdf,2026-07-03
PAR_4135,PRO_7976,Межскважинный интервал замедления,мс,,150,,,High,№ 06_24.pdf,2026-07-03
PAR_4136,EQU_7974,Вместимость ковша,м³,12,,,,High,№ 06_24.pdf,2026-07-03
PAR_4137,PRO_7978,Type of ore,,,,,"Determines the method of processing (flotation, heap leaching, autoclave leaching)",High,№ 06_24.pdf,2026-07-03
PAR_4138,FAC_7981,Степень трещиноватости,,,,,Учитывалась при создании геомеханической модели,High,№ 06_24.pdf,2026-07-03
PAR_4139,FAC_7981,Напряжения,,,,,Учитывались при создании геомеханической модели,High,№ 06_24.pdf,2026-07-03
PAR_4140,FAC_7981,Скорости,,,,,Учитывались при создании геомеханической модели,High,№ 06_24.pdf,2026-07-03
PAR_4141,MAT_1399,Содержание золота,г/т,,1,40,В зависимости от сорта руды,High,№ 06_24.pdf,2026-07-03
PAR_4142,MAT_1399,Выход класса крупности,%,,0,35,После механического дробления,High,№ 06_24.pdf,2026-07-03
PAR_4143,PRO_7986,Доля рудной массы,%,,"2,8","49,4","Доля рядовой, бедной, богатой и особо богатой рудной массы при применении комбинированной технологии",High,№ 06_24.pdf,2026-07-03
PAR_4144,PRO_7986,Разубоживание,%,,27,33,Разубоживание при применении комбинированной технологии,High,№ 06_24.pdf,2026-07-03
PAR_4145,PRO_7986,Извлечение металла в концентрат,%,,66,97,Извлечение металла в концентрат при применении комбинированной технологии,High,№ 06_24.pdf,2026-07-03
PAR_4146,MAT_1399,Коэффициент крепости,,,8,16,по шкале проф. М. М. Протодьяконова,High,№ 06_24.pdf,2026-07-03
PAR_4147,MAT_4707,содержание меди,т,"8,32 млн",,,Малмыжское месторождение,High,№ 06_24.pdf,2026-07-03
PAR_4148,MAT_4707,содержание золота,т,347,,,Малмыжское месторождение,High,№ 06_24.pdf,2026-07-03
PAR_4149,MAT_961,Скорость продольных волн,м/с,,,,Для разных групп пород,High,№ 06_24.pdf,2026-07-03
PAR_4150,MAT_961,Скорость поперечных волн,м/с,,,,Для разных групп пород,High,№ 06_24.pdf,2026-07-03
PAR_4151,MAT_7996,Концентрация озона,мг/дм3,,180,,Необходима высокая концентрация озона для выщелачивания сульфидных флотоконцентратов,High,№ 06_24.pdf,2026-07-03
PAR_4152,PRO_7999,Извлечение ценных компонентов,%,,,,Высокий уровень извлечения ценных компонентов при использовании предлагаемой схемы.,High,№ 06_24.pdf,2026-07-03
PAR_4153,PRO_8003,Интервал замедления,мс,,100,,Интервал замедления между последовательно взрываемыми скважинными зарядами.,High,№ 06_24.pdf,2026-07-03
PAR_4154,MAT_1882,Акустическая жесткость среды,,,,,"Акустическая жесткость среды, примыкающей к внешнему контуру разрушения.",High,№ 06_24.pdf,2026-07-03
PAR_4155,PRO_8005,Схема взрывания,,450×600 мс,,,Экспериментальный взрыв,High,№ 06_24.pdf,2026-07-03
PAR_4156,EQU_8006,Замедление,мс,5000,,,Используется в экспериментальном взрыве,High,№ 06_24.pdf,2026-07-03
PAR_4157,PRO_8008,Продолжительность,сутки,7,,,"Стадийная электрофотохимическая обработка исходного 1,5%-ного раствора серной кислоты",High,№ 06_24.pdf,2026-07-03
PAR_4158,PRO_8008,Режим,,Пульсационно-статический гидродинамический режим,,,,High,№ 06_24.pdf,2026-07-03
PAR_4159,PRO_8014,Радиус,м,,,"4,3",При взрыве скважинного заряда диаметром 215 мм,High,№ 06_24.pdf,2026-07-03
PAR_4160,PRO_8012,Интервал замедления,мс,,100,400,Интервал замедления между взрывами отдельных скважинных зарядов,High,№ 06_24.pdf,2026-07-03
PAR_4161,PRO_8015,Интервал замедления,мс,,300,400,При взрывании отдельных зарядов,High,№ 06_24.pdf,2026-07-03
PAR_4162,EXP_8017,Схема взрывания,,300×400 мс,,,,High,№ 06_24.pdf,2026-07-03
PAR_4163,PRO_8025,температура,°C,,20,,для халькопирита и борнита,High,№ 06_24.pdf,2026-07-03
PAR_4164,PRO_8026,концентрация,М,,"0,008","0,042",перекись водорода в выщелачивающем растворе,High,№ 06_24.pdf,2026-07-03
PAR_4165,PRO_4015,Объем добычи,тонны,,,,"Мировая добыча золота в 2022 году составила 3627,7 тонн",High,№ 06_24.pdf,2026-07-03
PAR_4166,PRO_4015,Доля россыпной золотодобычи,%,более 16,,,Доля россыпной золотодобычи в Хабаровском крае в 2022 году,High,№ 06_24.pdf,2026-07-03
PAR_4167,EQU_8036,Производительность,м³/ч,,,,Замер производительности промприбора,High,№ 06_24.pdf,2026-07-03
PAR_4168,EQU_8036,Скорость потока пульпы,м/с,,,,Установка скорости потока пульпы в ШГН и ШМН,High,№ 06_24.pdf,2026-07-03
PAR_4169,EQU_8036,Мощность потока пульпы,кВт,,,,Установка мощности потока пульпы в ШГН и ШМН,High,№ 06_24.pdf,2026-07-03
PAR_4170,EQU_8038,площадь улавливания,м²,,увеличена на 13–15%,,после изменения способа крепления,High,№ 06_24.pdf,2026-07-03
PAR_4171,EQU_8040,площадь грохочения,м²,,2,"4,5",после модернизации сеющей части,High,№ 06_24.pdf,2026-07-03
PAR_4172,PRO_8012,Интервал замедления,мс,,100,300,Для качественной фрагментации горных пород,High,№ 06_24.pdf,2026-07-03
PAR_4173,EQU_8047,Ёмкость ковша,м³,,4,36,При открытых горных работах,High,№ 06_24.pdf,2026-07-03
PAR_4174,PRO_8048,Значение,%,"7,6","7,6","8,8",При взрывном рыхлении горных пород,High,№ 06_24.pdf,2026-07-03
