node_id,entity_type,name,language,synonyms,description,domain,source_document,created_date,updated_date,is_canonical
MAT_13765,Material,недожог из золы электростанций,ru,,"Материал, получаемый из золы электростанций, содержащий недожог",переработка отходов,ОР 01_18.pdf,2026-07-03,2026-07-03,True
PUB_13766,Publication,Characterisation of carbon concentrates from coal combustion fly ash,en,,Исследование характеристик углеродных концентратов из летучей золы при сжигании угля.,переработка отходов,ОР 01_18.pdf,2026-07-03,2026-07-03,True
PUB_13767,Publication,Removal of unburned carbon from fly ash using cyclonic-static microbubble flotation column,en,,Удаление несгоревшего углерода из летучей золы с использованием циклонической статической микропузырьковой флотационной колонны.,переработка отходов,ОР 01_18.pdf,2026-07-03,2026-07-03,True
PUB_13768,Publication,Recovery of unburned carbon by conventional flotation of bottom ashes from Tuncbilek Thermal Power Plant,en,,Извлечение несгоревшего углерода путем обычной флотации донной золы с тепловой электростанции Tuncbilek.,переработка отходов,ОР 01_18.pdf,2026-07-03,2026-07-03,True
PUB_13769,Publication,Analysis of flotation of unburned carbon from bottom ashes,en,,Анализ флотации несгоревшего углерода из донной золы.,переработка отходов,ОР 01_18.pdf,2026-07-03,2026-07-03,True
PUB_13770,Publication,An integrated approach to processing of coal combustion ash and organic biosolids,en,,Комплексный подход к переработке золы от сжигания угля и органических биоотходов.,переработка отходов,ОР 01_18.pdf,2026-07-03,2026-07-03,True
PUB_13771,Publication,Carbon flotation of Kashir TPP fly ash,ru,,Флотация углерода из летучей золы Каширской ТЭС.,переработка отходов,ОР 01_18.pdf,2026-07-03,2026-07-03,True
MAT_13772,Material,Fe3O4,en,,Магнетит,пирометаллургия,ОР 01_18.pdf,2026-07-03,2026-07-03,True
MAT_13773,Material,Fe,en,железный порошок,Железо,пирометаллургия,ОР 01_18.pdf,2026-07-03,2026-07-03,True
MAT_13774,Material,H2SO4,en,серная кислота,Серная кислота,пирометаллургия,ОР 01_18.pdf,2026-07-03,2026-07-03,True
PRO_13775,Process,Выщелачивание магнетита,ru,,Процесс выщелачивания магнетита в растворе серной кислоты,пирометаллургия,ОР 01_18.pdf,2026-07-03,2026-07-03,True
EQU_13776,Equipment,Ультратермостат UTU-2,ru,,"Устройство для поддержания температуры с точностью ±0,2 °С",пирометаллургия,ОР 01_18.pdf,2026-07-03,2026-07-03,True
EXP_13777,Experiment,Эксперимент по выщелачиванию магнетита,ru,,Опыты проводились в стеклянном стакане с механическим перемешиванием,пирометаллургия,ОР 01_18.pdf,2026-07-03,2026-07-03,True
MAT_13778,Material,бедная платиноносная хромитовая руда,ru,"хромитовая руда, платиноносная руда","руда, содержащая 1,6 % Cr, 0,21 г/т Pt, 0,08 г/т Rh",переработка отходов,ОР 01_18.pdf,2026-07-03,2026-07-03,True
PRO_13779,Process,переработка бедной платиноносной хромитовой руды,ru,"обогащение руды, химическое кондиционирование",процесс получения хромового концентрата и платины из бедной руды,пирометаллургия,ОР 01_18.pdf,2026-07-03,2026-07-03,True
PUB_13780,Publication,«Обогащение руд». 2018. № 1,ru,,"научный журнал, содержащий статью о комплексном использовании сырья",,ОР 01_18.pdf,2026-07-03,2026-07-03,True
MAT_13781,Material,Платиносодержащий магнитный продукт,ru,,"Продукт, содержащий платино-железистые минералы",переработка отходов,ОР 01_18.pdf,2026-07-03,2026-07-03,True
PRO_13782,Process,Выщелачивание железа,ru,Химическое обогащение,Процесс выщелачивания железа в сернокислой среде в присутствии восстановителя,гидрометаллургия,ОР 01_18.pdf,2026-07-03,2026-07-03,True
EQU_13783,Equipment,Потенциостат IPC-Pro,en,,Устройство для электрохимических исследований,гидрометаллургия,ОР 01_18.pdf,2026-07-03,2026-07-03,True
PRO_13784,Property,Скорость растворения магнетита,ru,,Зависимость скорости растворения магнетита от различных параметров,гидрометаллургия,ОР 01_18.pdf,2026-07-03,2026-07-03,True
EXP_13785,Experiment,Электрохимические исследования катодного восстановления магнетита,ru,,Исследование катодного восстановления магнетита в сернокислой среде,гидрометаллургия,ОР 01_18.pdf,2026-07-03,2026-07-03,True
MAT_13786,Material,Платиноносная хромитовая руда,ru,Дунитовая руда,"Содержит 1,6 % Cr, 6,3 % Fe, 22,5 % Mg, 39,1 % SiO2, 0,21 г/т Pt, 0,08 г/т Rh",переработка отходов,ОР 01_18.pdf,2026-07-03,2026-07-03,True
PRO_13787,Process,Гравитационно-магнитная схема обогащения,ru,,"Включает грохочение, рассев, отсадку, классификацию и сепарацию",переработка отходов,ОР 01_18.pdf,2026-07-03,2026-07-03,True
EQU_13788,Equipment,Микроскоп Zeiss Axiolab,en,,Используется для изучения минерального состава сырья,переработка отходов,ОР 01_18.pdf,2026-07-03,2026-07-03,True
EQU_13789,Equipment,Электронный микроскоп CamScan S4,en,,Используется с энергодисперсионным спектрометром Pentafet SuperATW и системой микроанализа Link ISIS 200,переработка отходов,ОР 01_18.pdf,2026-07-03,2026-07-03,True
PRO_13790,Property,Магнитные свойства,ru,,"Свойство минералов, используемое в процессе обогащения",переработка отходов,ОР 01_18.pdf,2026-07-03,2026-07-03,True
EXP_13791,Experiment,Исследование вещественного состава бедной платиноносной хромитовой руды,ru,,Проведено на пробе бедной платиноносной хромитовой руды,переработка отходов,ОР 01_18.pdf,2026-07-03,2026-07-03,True
MAT_13792,Material,Chromite ore,en,Хромсодержащая руда,"Руда, содержащая хром",пирометаллургия,ОР 01_18.pdf,2026-07-03,2026-07-03,True
PRO_13793,Process,Gravity-magnetic concentration flow sheet,en,,Процесс гравитационно-магнитной концентрации,пирометаллургия,ОР 01_18.pdf,2026-07-03,2026-07-03,True
PRO_13794,Process,Reductive sulfuric acid leaching,en,,Процесс выщелачивания с использованием восстановительной серной кислоты,гидрометаллургия,ОР 01_18.pdf,2026-07-03,2026-07-03,True
MAT_13795,Material,гидросмесь,ru,смесь воды и твёрдых частиц,"Смесь воды и твёрдых частиц, используемая в процессах гидротранспортирования",переработка отходов,ОР 01_18.pdf,2026-07-03,2026-07-03,True
PRO_13796,Property,начальный уклон,ru,,"Параметр, характеризующий начальный уклон в процессах гидротранспортирования",переработка отходов,ОР 01_18.pdf,2026-07-03,2026-07-03,True
FAC_13797,Facility,АО «ЕВРАЗ Качканарский ГОК»,ru,,Крупное горнорудное предприятие в России,переработка отходов,ОР 01_18.pdf,2026-07-03,2026-07-03,True
PRO_13798,Process,Гидравлический трубопроводный транспорт,ru,гидротранспорт,"Вид транспорта, используемый для перемещения материалов в горнорудной отрасли",переработка отходов,ОР 01_18.pdf,2026-07-03,2026-07-03,True
MAT_13799,Material,гидросмесь хвостов обогащения железной руды,ru,смесь хвостов обогащения,"Смесь, состоящая из хвостов обогащения железной руды и воды.",переработка отходов,ОР 01_18.pdf,2026-07-03,2026-07-03,True
PRO_13800,Property,потери напора,ru,гидравлические потери,Потери давления при течении жидкости по трубопроводу.,переработка отходов,ОР 01_18.pdf,2026-07-03,2026-07-03,True
MAT_13801,Material,Неньютоновская жидкость,ru,сгущенные гидросмеси хвостов обогащения,"Жидкость, не подчиняющаяся закону вязкости Ньютона, проявляющая реологические свойства и описываемая уравнением Бингама—Шведова.",переработка отходов,ОР 01_18.pdf,2026-07-03,2026-07-03,True
PRO_13802,Process,Гидротранспорт,ru,,Процесс транспортировки гидросмеси с заданной концентрацией твердых хвостов обогащения.,переработка отходов,ОР 01_18.pdf,2026-07-03,2026-07-03,True
EQU_13803,Equipment,Грунтовой насос 8Гр-8,ru,,"Насосное оборудование производительностью Q = 400 м³/ч, используемое для перекачки гидросмеси.",переработка отходов,ОР 01_18.pdf,2026-07-03,2026-07-03,True
EQU_13804,Equipment,Ультразвуковой расходомер,ru,,Прибор для измерения расхода жидкости,переработка отходов,ОР 01_18.pdf,2026-07-03,2026-07-03,True
EQU_13805,Equipment,Манометр,ru,,Прибор для измерения давления,переработка отходов,ОР 01_18.pdf,2026-07-03,2026-07-03,True
EQU_13806,Equipment,"Центробежный насос П12,5/12,5СП",ru,,Оборудование для перекачивания жидкости в системе гидротранспорта.,гидрометаллургия,ОР 01_18.pdf,2026-07-03,2026-07-03,True
FAC_13807,Facility,Качканарский ГОК,ru,,"Горно-обогатительный комбинат, производящий обогащение титаномагнетитовых руд.",пирометаллургия,ОР 01_18.pdf,2026-07-03,2026-07-03,True
EXP_13808,Experiment,Лабораторные исследования гидротранспортирования хвостовой пульпы,ru,,Эксперименты по изучению потерь напора и эффективности гидротранспорта хвостовой пульпы с различной массовой долей твёрдой фазы.,гидрометаллургия,ОР 01_18.pdf,2026-07-03,2026-07-03,True
EXP_13809,Expert,Лев Алексеевич Ломовцев,ru,,"Канд. техн. наук, член-корреспондент Академии горных наук Украины, лауреат Государственной премии Украины, специалист в области магнитной сепарации минерального сырья.",Переработка отходов,ОР 01_18.pdf,2026-07-03,2026-07-03,True
PUB_13810,Publication,Журнал «Обогащение руд»,ru,,"Научный журнал, публикующий статьи по переработке минерального сырья.",Переработка отходов,ОР 01_18.pdf,2026-07-03,2026-07-03,True
MAT_13811,Material,Хвосты обогащения железной руды,ru,Сгущенные хвосты,"Отходы процесса обогащения железной руды, которые подлежат гидротранспорту",переработка отходов,ОР 01_18.pdf,2026-07-03,2026-07-03,True
EQU_13812,Equipment,Футерованный полиуретановым покрытием трубопровод,ru,Пульповод с внутренним полиуретановым покрытием,"Трубопровод, внутренняя поверхность которого покрыта полиуретаном, используется для гидротранспорта сгущенных хвостов",переработка отходов,ОР 01_18.pdf,2026-07-03,2026-07-03,True
EXP_13813,Experiment,Лабораторные и опытно-промышленные исследования,ru,,"Исследования, проведенные для оценки эффективности применения пульповодов с полиуретановым покрытием",переработка отходов,ОР 01_18.pdf,2026-07-03,2026-07-03,True
PUB_13814,Publication,Slurry transport using centrifugal pumps,en,,Книга,переработка отходов,ОР 01_18.pdf,2026-07-03,2026-07-03,True
PUB_13815,Publication,Correlation between in-line measurements of tomato ketchup shear viscosity and extensional viscosity,en,,Статья,,ОР 01_18.pdf,2026-07-03,2026-07-03,True
PUB_13816,Publication,Основы гидравлики,ru,,Учебное пособие,переработка отходов,ОР 01_18.pdf,2026-07-03,2026-07-03,True
PUB_13817,Publication,Таблицы для гидравлических расчётов трубопроводов из полимерных материалов,ru,,Книга,переработка отходов,ОР 01_18.pdf,2026-07-03,2026-07-03,True
PUB_13818,Publication,"Энергетическая эффективность применения труб, футерованных полиуретаном",ru,,Статья,переработка отходов,ОР 01_18.pdf,2026-07-03,2026-07-03,True
PUB_13819,Publication,Estimation of efficiency of hydrotransport pipelines polyurethane coating compared to steel pipelines,en,,Доклад,переработка отходов,ОР 01_18.pdf,2026-07-03,2026-07-03,True
PUB_13820,Publication,Применение гидравлической закладки на основе твердеющих смесей из отходов калийного производства,ru,,Доклад,переработка отходов,ОР 01_18.pdf,2026-07-03,2026-07-03,True
PRO_13821,Process,Дезинтеграция в щековой дробилке,ru,,Моделирование процесса дезинтеграции в щековой дробилке со сложным качанием щек,Переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
PRO_13822,Process,Вибрационная переработка,ru,,Вибрационная переработка особо хрупкого минерального материала,Переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
PRO_13823,Process,Технология флотации медных руд,ru,,Исследование технологии флотации медных руд скарнового месторождения,Переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
PRO_13824,Process,Очистка дренажных вод,ru,,Очистка дренажных вод хвостохранилищ АО «Апатит» от молибдена,Экология,ОР 02_18.pdf,2026-07-03,2026-07-03,True
EQU_13825,Equipment,ЩДС 100×200,ru,Низкочастотная дробилка со сложным качанием щек,"Дробилка со сложным движением щек, используемая для дробления гранита",Переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
PRO_13826,Process,Моделирование дробления,ru,,Процесс моделирования дробления гранита в низкочастотной дробилке со сложным движением щек,Переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
PRO_13827,Process,Численное моделирование процесса дробления,ru,"МДЭ, DEM",Метод исследования разрушения различных материалов с использованием дискретных элементов.,пирометаллургия,ОР 02_18.pdf,2026-07-03,2026-07-03,True
EXP_13828,Experiment,Эксперименты по дроблению,ru,,"Эксперименты, проводимые с использованием оригинальной низкочастотной щековой дробилки со сложным качанием щек.",пирометаллургия,ОР 02_18.pdf,2026-07-03,2026-07-03,True
EQU_13829,Equipment,Программный пакет Rocky,en,,Программное обеспечение для моделирования технологических процессов с сыпучими материалами и соответствующим оборудованием.,пирометаллургия,ОР 02_18.pdf,2026-07-03,2026-07-03,True
EXP_13830,Experiment,Натурный эксперимент по определению характеристик дробления гранита,ru,,Эксперимент по дроблению единичных кусков породы и определению различных параметров,Переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
PRO_13831,Process,двухстадийное измельчение,ru,,Процесс измельчения руды,переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
PRO_13832,Process,восстановительное сернокислотное выщелачивание,ru,,Процесс гидрометаллургической переработки магнитного продукта с получением богатого платинометаллического концентрата,гидрометаллургия,ОР 01_18.pdf,2026-07-03,2026-07-03,True
EQU_13833,Equipment,реактор,ru,,"Аппарат для проведения химических реакций, в том числе восстановительного сернокислотного выщелачивания",гидрометаллургия,ОР 01_18.pdf,2026-07-03,2026-07-03,True
EXP_13834,Experiment,контрольные опыты,ru,,"Испытания, проведённые на магнитной фракции, выделенной при обогащении хромитовой руды Нижнетагильского дунитового массива",переработка отходов,ОР 01_18.pdf,2026-07-03,2026-07-03,True
EQU_13835,Equipment,дробилка,ru,jaw crusher,Устройство для дробления горных пород,переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
MAT_13836,Material,Удобрения пролонгированного действия,ru,Модификаторы почв пролонгированного действия,"Вещества с химическим составом и физической формой, обеспечивающими медленное и равномерное растворение или выщелачивание ценных компонентов при взаимодействии с биологической средой.",Переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
MAT_13837,Material,Гранулированный стеклообразный апатит,ru,,"Удобрение пролонгированного действия, получаемое путем спекания апатитового концентрата в присутствии фосфорной кислоты с последующей нейтрализацией фосфатной пульпы.",Переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
PRO_13838,Process,Вибрационное дробление,ru,,Процесс дробления особо хрупкого материала стеклоапатита с минимальным переизмельчением при применении виброконусной дробилки.,Переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
EXP_13839,Experiment,эксперимент по дроблению гранита,ru,,Эксперимент по дроблению единичных кусков гранита в щековой дробилке,пирометаллургия,ОР 02_18.pdf,2026-07-03,2026-07-03,True
PUB_13840,Publication,Журнал 'Руда и Металлы',ru,,"Журнал освещает инновационные направления развития обогатительной науки и практики в России и за рубежом. Публикует материалы о переработке различных видов минерально-сырьевых ресурсов, процессах и технологиях, дробильно-размольном и обогатительном оборудовании.",обогащение полезных ископаемых,ОР 02_18.pdf,2026-07-03,2026-07-03,True
PUB_13841,Publication,Ore & Metals Weekly,en,,"Еженедельное новостное электронное издание, содержащее информацию о компаниях горной и угольной промышленности, цветной и черной металлургии, а также проектных организаций и производителей оборудования для горно-металлургической отрасли.",горно-металлургическая отрасль,ОР 02_18.pdf,2026-07-03,2026-07-03,True
MAT_13842,Material,стеклоапатит,ru,,"Материал, структура поверхности которого изучалась после дробления в валковой и виброконусной дробилках.",переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
PRO_13843,Process,дробление стеклоапатита,ru,измельчение стеклоапатита,Процесс механической обработки стеклоапатита в валковой и виброконусной дробилках.,переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
EQU_13844,Equipment,валковая дробилка,ru,,Оборудование для дробления стеклоапатита.,переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
PRO_13845,Property,шероховатость поверхности,ru,,"Свойство поверхности стеклоапатита, определяемое после дробления.",переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
EXP_13846,Experiment,исследование структуры поверхности стеклоапатита,ru,,Эксперимент по изучению структуры поверхности стеклоапатита после дробления с использованием оптического метода лазерного 3D-сканирования.,переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
PRO_13847,Property,эффективная вязкость,ru,,физическое свойство стеклоапатита,переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
PRO_13848,Property,коэффициент внутреннего трения,ru,,физическое свойство стеклоапатита,переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
EXP_13849,Experiment,экспериментальные исследования процесса грохочения стеклоапатита,ru,,исследования процесса грохочения стеклоапатита на продукте первичного дробления,переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
MAT_13850,Material,Апатитовое стекло,ru,Фосфатное стекло,"Материал, используемый в сельскохозяйственном машиностроении в качестве удобрения пролонгированного действия",переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
PRO_13851,Process,Виброизмельчение,ru,,Процесс измельчения материалов с использованием вибрации,переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
EQU_13852,Equipment,Дробилка валковая DVG 200×125,ru,,Оборудование для измельчения апатитового стекла,переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
EQU_13853,Equipment,Вибрационная конусная дробилка VKD®,ru,,Оборудование для измельчения апатитового стекла,переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
PRO_13854,Process,дезинтеграция стеклоапатита,ru,,Процесс измельчения стеклоапатита до определенной крупности.,переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
EQU_13855,Equipment,молотковая дробилка,ru,,Оборудование для вторичного дробления стеклоапатита.,переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
EQU_13856,Equipment,дробилка валковая с гладкими валками ДВГ 200×125,ru,,Оборудование для вторичного дробления стеклоапатита.,переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
EQU_13857,Equipment,вибрационная конусная дробилка ВКД®,ru,,Оборудование для вторичного дробления стеклоапатита.,переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
PRO_13858,Property,плотность стеклоапатита,ru,,"Физическое свойство стеклоапатита, характеризующее его массу в единице объема.",переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
PRO_13859,Property,прочность стеклоапатита,ru,,"Физическое свойство стеклоапатита, характеризующее его способность сопротивляться разрушению.",переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
PRO_13860,Process,Обогащение титаномагнетитовой руды,ru,Обогащение руд,Процесс обогащения титаномагнетитовой руды на Качканарском ГОКе,пирометаллургия,ОР 02_18.pdf,2026-07-03,2026-07-03,True
EQU_13861,Equipment,Мельница МШЦ-3600×4500,ru,,"Мельница, используемая на обогатительной фабрике Качканарского ГОКа",пирометаллургия,ОР 02_18.pdf,2026-07-03,2026-07-03,True
PRO_13862,Property,Выход немагнитного продукта,ru,,Показатель работы стадий магнитной сепарации,пирометаллургия,ОР 02_18.pdf,2026-07-03,2026-07-03,True
EXP_13863,Experiment,Испытание двухстадиальной схемы измельчения,ru,,Испытание двухстадиальной схемы измельчения на Качканарском ГОКе,пирометаллургия,ОР 02_18.pdf,2026-07-03,2026-07-03,True
EQU_13864,Equipment,гидроциклон ГЦ-710,ru,,оборудование для классификации материалов,пирометаллургия,ОР 02_18.pdf,2026-07-03,2026-07-03,True
PRO_13865,Process,Тонкое гидравлическое грохочение,ru,,Метод классификации в замкнутом цикле измельчения,пирометаллургия,ОР 02_18.pdf,2026-07-03,2026-07-03,True
EQU_13866,Equipment,Вибрационные гидравлические грохоты Derrick 2SG48-60W-5STK,ru,,Оборудование для тонкого гидравлического грохочения,пирометаллургия,ОР 02_18.pdf,2026-07-03,2026-07-03,True
EXP_13867,Experiment,Испытания схем обогащения Качканарского ГОКа,ru,,Испытания двухстадиального измельчения с использованием вибрационных гидравлических грохотов,пирометаллургия,ОР 02_18.pdf,2026-07-03,2026-07-03,True
PRO_13868,Process,Обогащение магнетитовых руд,ru,Схемы обогащения магнетитовых руд,Процесс обогащения магнетитовых руд с использованием стадиального измельчения и магнитной сепарации.,пирометаллургия,ОР 02_18.pdf,2026-07-03,2026-07-03,True
EQU_13869,Equipment,Барабанные сепараторы ПБМ,ru,,Оборудование для магнитной сепарации в процессе обогащения руд.,пирометаллургия,ОР 02_18.pdf,2026-07-03,2026-07-03,True
EXP_13870,Experiment,Испытания двухстадиальной схемы измельчения титаномагнетитовой руды,ru,,Промышленные испытания двухстадиальной схемы измельчения титаномагнетитовой руды в сравнении с трехстадиальной.,пирометаллургия,ОР 02_18.pdf,2026-07-03,2026-07-03,True
MAT_13871,Material,Скарновые медные руды,ru,Медные руды магнетитового типа,"Руды скарнового месторождения меди магнетитового типа, содержащие халькопирит и пирит, а также окисленные минералы меди.",пирометаллургия,ОР 02_18.pdf,2026-07-03,2026-07-03,True
EQU_13872,Equipment,Флотационная машина Outokumpu,ru,,Лабораторная флотационная машина с объемом камеры 4 л.,пирометаллургия,ОР 02_18.pdf,2026-07-03,2026-07-03,True
EXP_13873,Experiment,Исследование обогатимости проб руды,ru,,"Экспериментальное исследование обогатимости пяти проб руды с массовой долей меди 0,6–0,9 % и долей окисленных форм меди.",пирометаллургия,ОР 02_18.pdf,2026-07-03,2026-07-03,True
MAT_13874,Material,магнетитовые железные руды,ru,железные руды,"Тип руды, содержащий магнетит",переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
MAT_13875,Material,титаномагнетитовая руда,ru,титаномагнетит,"Тип руды, содержащий титаномагнетит",переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
PRO_13876,Process,двухстадиальное измельчение,ru,,Процесс измельчения руды в два этапа,пирометаллургия,ОР 02_18.pdf,2026-07-03,2026-07-03,True
PRO_13877,Process,трехстадиальное измельчение,ru,,Процесс измельчения руды в три этапа,пирометаллургия,ОР 02_18.pdf,2026-07-03,2026-07-03,True
EQU_13878,Equipment,мельница—грохот,ru,,Оборудование для измельчения и классификации материалов,пирометаллургия,ОР 02_18.pdf,2026-07-03,2026-07-03,True
EQU_13879,Equipment,магнитный сепаратор ПБМ-П-150/200,ru,,Оборудование для разделения минералов по магнитным свойствам,пирометаллургия,ОР 02_18.pdf,2026-07-03,2026-07-03,True
EQU_13880,Equipment,магнитный сепаратор ПБМ-ПП-90/250,ru,,Оборудование для разделения минералов по магнитным свойствам,пирометаллургия,ОР 02_18.pdf,2026-07-03,2026-07-03,True
MAT_13881,Material,сульфиды меди,ru,,"Минералы, содержащие медь в виде сульфидов.",переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
MAT_13882,Material,известь,ru,,"Материал, используемый для депрессии пирита при флотации.",переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
MAT_13883,Material,сернистый натрий,ru,,"Материал, используемый в качестве сульфидизатора при флотации.",переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
MAT_13884,Material,смешанные руды,ru,,Руды с долей окисленной меди 6–15%,переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
MAT_13885,Material,окисленные руды,ru,,Руды с долей окисленной меди выше 15%,переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
EXP_13886,Experiment,исследование обогатимости медной руды,ru,,Исследование обогатимости медной руды скарнового месторождения магнетитового типа,переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
PUB_13887,Publication,Mineral Engineering,en,,Журнал по минеральному инжинирингу,переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
MAT_13888,Material,дитиофосфат,ru,,"Химическое соединение, используемое в гидрометаллургии",гидрометаллургия,ОР 02_18.pdf,2026-07-03,2026-07-03,True
MAT_13889,Material,дитиофосфинат,ru,,"Химическое соединение, используемое в гидрометаллургии",гидрометаллургия,ОР 02_18.pdf,2026-07-03,2026-07-03,True
MAT_13890,Material,Руда золотокварцевого типа,ru,,"Руды месторождения, содержащие золото, характеризуются чрезвычайной упорностью к измельчению.",переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
EQU_13891,Equipment,Отсадочная машина,ru,,"Оборудование, используемое для обогащения руды.",переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
PRO_13892,Property,Коэффициент измельчаемости,ru,,"Коэффициент измельчаемости руд участков месторождения составляет 1,75–2,2 по отношению к эталонной руде Наталкинского месторождения.",переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
EQU_13893,Equipment,центробежный концентратор KC-ХD,ru,,Оборудование для гравитационного обогащения руды,пирометаллургия,ОР 02_18.pdf,2026-07-03,2026-07-03,True
PRO_13894,Process,шаровое измельчение,ru,,Процесс измельчения руды до заданного класса крупности,пирометаллургия,ОР 02_18.pdf,2026-07-03,2026-07-03,True
PRO_13895,Process,гидрометаллургическая переработка,ru,,Процесс переработки руды методом цианирования,гидрометаллургия,ОР 02_18.pdf,2026-07-03,2026-07-03,True
MAT_13896,Material,сплав Доре,ru,,Продукт обогащения руды,пирометаллургия,ОР 02_18.pdf,2026-07-03,2026-07-03,True
PRO_13897,Process,Технология обогащения,ru,Переработка руды,Процесс переработки руды с использованием различных технологических схем.,переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
EQU_13898,Equipment,пресс ФОМ-52,ru,,"Оборудование, используемое в процессе обогащения руды.",переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
MAT_13899,Material,флокулянт Магнафлок,ru,,"Реагент, используемый в процессе сгущения хвостов.",переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
EXP_13900,Expert,Иргиредмет,ru,,"Организация, занимающаяся исследованиями и разработками в области переработки руды.",переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
MAT_13901,Material,Флотоконцентрат,ru,,"Продукт флотации, содержащий ценные компоненты",переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
MAT_13902,Material,Гравиоконцентрат,ru,,"Продукт гравитационного обогащения, содержащий ценные компоненты",переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
EXP_13903,Experiment,Исследование Иргиредмет,ru,,Исследование по доводке первичного гравиоконцентрата до богатого золотосодержащего продукта,переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
MAT_13904,Material,золото-кварцевая убогосульфидная руда,ru,золотосодержащая руда,"Руда месторождения характеризуется как золото-кварцевая убогосульфидная. Основные рудные минералы: арсенопирит, пирит, галенит, халькопирит, пирротин, ильменит, сфалерит, составляют до 0,2 %. Породообразующие минералы — кварц, карбонаты и силикаты с преобладанием жильного кварца.",переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
PRO_13905,Process,гравитационная технология,ru,,"Технология обогащения руды, рекомендуемая для извлечения золота из золотосодержащих руд месторождения на Чукотке.",переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
PRO_13906,Process,гравитационно-флотационная технология,ru,,"Технология обогащения руды, рекомендуемая для извлечения золота из золотосодержащих руд месторождения на Чукотке.",переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
PUB_13907,Publication,Industrial studies of low-sulfide ores of a Chukotka deposit,en,,Исследование промышленных методов обогащения низкосульфидных руд золотого месторождения на Чукотке,переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
MAT_13908,Material,low-sulfide gold ores,en,Chukotka ores,Низкосульфидные золотые руды Чукотки,переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
PRO_13909,Process,cyanidation,en,цианирование,Метод извлечения золота из руд с использованием цианидов,переработка отходов,ОР 02_18.pdf,2026-07-03,2026-07-03,True
